|Word_Count|Word|X1|Y1|X2|Y2
1|1|LATIA|90|37|141|37
2|2|SUPER|155|36|204|36
3|3|HARKE|221|35|266|35
4|4|NO.6.|74|56|105|56
5|5|DHANDEESWARAM|117|53|208|52
6|6|MAIN|217|53|243|53
7|7|ROAD|249|50|276|50
8|8|VELACHERY|161|70|253|69
9|9|GSTIN|30|93|64|92
10|10|33AABFL6568K121|74|92|179|89
11|11|User|56|113|83|112
12|12|Id:|87|112|103|112
13|13|V.VIJAY|114|111|163|110
14|14|PH:22433444,22434000,|25|133|174|128
15|15|42022999|178|128|235|126
16|16|CASH-COUPOM-BILL|114|152|280|144
17|17|Date:08/11/2017|193|169|301|162
18|18|Time:8:51:08|177|190|262|185
19|19|PM|271|185|284|184
20|20|Bill|26|173|53|172
21|21|No:|63|173|89|172
22|22|SP10039|107|171|156|170
23|23|counter:LAT10|27|193|121|191
24|24|Particulars|28|234|108|233
25|25|Rate|197|230|224|229
26|26|Qty|239|228|259|227
27|27|Amount|283|227|324|225
28|28|NESTLE|29|275|72|273
29|29|LACTOGEN|81|274|138|272
30|30|3|147|273|152|273
31|31|50|161|272|174|272
32|32|275.00|186|270|228|268
33|33|1.00|244|268|270|267
34|34|275.00|287|267|330|265
35|35|MOTHER|30|296|73|294
36|36|PUNJABI|82|294|130|292
37|37|PACHR|140|292|174|291
38|38|92.00|194|290|229|289
39|39|1.00|245|289|271|288
40|40|92.00|295|287|331|286
41|41|SELLAM|31|316|74|314
42|42|VATHA|83|314|118|313
43|43|KULAMBU|127|313|175|311
44|44|34.00|195|310|229|309
45|45|1.00|245|309|272|308
46|46|34.00|296|307|331|306
47|47|SELLAM|27|335|75|333
48|48|SESAME|80|333|123|331
49|49|IDLIP|136|333|176|332
50|50|28.00|195|331|230|330
51|51|1.00|246|330|272|329
52|52|28.00|296|328|332|327
53|53|SUNDAKA|32|357|83|355
54|54|VATHAL|92|354|133|353
55|55|100|144|353|163|352
56|56|G|171|352|177|352
57|57|30.00|196|351|231|350
58|58|1.00|247|350|273|349
59|59|30.00|297|348|332|347
60|60|NESTLE|32|377|75|376
61|61|KITKAT|84|375|125|374
62|62|DESSER|136|373|177|372
63|63|54.00|197|371|231|370
64|64|1.00|247|370|274|369
65|65|54.00|298|369|333|368
66|66|Items:|29|418|70|416
67|67|6.00|80|416|108|415
68|68|Tot|136|414|154|413
69|69|Qty:|164|413|190|412
70|70|6.00|205|411|233|410
71|71|513.00|290|410|333|409
72|72|Tendered|152|453|207|452
73|73|Amt:|216|452|241|451
74|74|Cash|152|475|179|475
75|75|Amt:|189|473|213|473
76|76|COUPON|152|495|194|494
77|77|AMOUNT:|204|494|251|492
78|78|CREDIT|152|517|194|515
79|79|CARD|204|515|232|514
80|80|AMT|241|514|260|513
81|81|13.00|290|450|325|450
82|82|13.00|291|470|326|469
83|83|500.00|284|492|327|491
84|84|BILLED/CHECKED/DELIVERED|107|540|314|532
85|85|Thank|184|559|218|558
86|86|You|228|558|249|557
87|87|Goods|41|584|76|583
88|88|once|86|587|114|586
89|89|sold|124|584|152|583
90|90|can|161|585|182|584
91|91|not|191|581|211|580
92|92|be|221|579|234|579
93|93|taken|244|578|279|577
94|94|back|288|577|316|576
95|95|Exchange|41|605|100|603
96|96|within|109|606|153|604
97|97|7|163|603|167|603
98|98|Days|177|602|205|601
99|99|for|216|601|235|600
100|100|unused|244|600|287|598
101|101|product|296|598|346|596
102|102|With|35|625|70|624
103|103|Bill&price|76|623|168|620
104|104|tag|178|624|198|623
105|105|inact.|209|622|248|621
